1调查地区,2年龄,3性别,4户口,5职业状况,6身体健康状况,7A ,7B ,7C ,7D,7E,7F ,7G ,7H,8worry_risk,9A,9B ,9C ,9D ,9E ,9F,9G,9H ,9I ,9J ,商业医疗保险,商业医疗保险购买条件,商业医疗保险不考虑,商业护理保险,护理保险购买条件,护理保险不考虑购买商业护理保险，主要原因,商业重大疾病保险,疾病保险保险产品购买条件,重大疾病不考虑购买原因,税前总收入
陕西,51,2,2,3,2,1,0,0,1,0,1,0,0,子女的生活：担忧子女是否生活的健康幸福。疾病，丧失自理能力：会给子女造成负担,0,0,1,0,1,0,0,0,0,0,1,报销力度大，保费价格合适,-3,1,保费价格合适，保险公司可靠,-3,1,报销力度大，保费价格合适，保险公司可靠,-3,4
陕西,51,2,2,3,2,1,0,0,1,0,1,0,0,子女的生活：担忧子女是否生活的健康幸福。疾病，丧失自理能力：会给子女造成负担,0,0,1,0,1,0,0,0,0,0,1,报销力度大，保费价格合适,-3,1,保费价格合适，保险公司可靠,-3,1,报销力度大，保费价格合适，保险公司可靠,-3,4
内蒙古,35,1,3,3,1,0,0,0,0,0,1,1,0,职业理想,0,0,0,0,0,0,0,1,0,0,2,-3,有,2,-3,有,2,-3,有,2
陕西,51,2,2,3,2,1,0,0,1,0,1,0,0,子女的生活：担忧子女是否生活的健康幸福。疾病，丧失自理能力：会给子女造成负担,0,0,1,0,1,0,0,0,0,0,1,报销力度大，保费价格合适,-3,1,保费价格合适，保险公司可靠,-3,1,报销力度大，保费价格合适，保险公司可靠,-3,4
湖南,46,1,1,1,1,1,1,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,1,有钱,-3,1,有钱,-3,1,有钱,-3,1
湖南,58,2,1,1,1,0,0,0,0,1,0,0,1,没钱,0,0,0,0,0,0,0,0,1,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
陕西,51,2,2,3,2,1,0,0,1,0,1,0,0,子女的生活：担忧子女是否生活的健康幸福。疾病，丧失自理能力：会给子女造成负担,0,0,1,0,1,0,0,0,0,0,1,报销力度大，保费价格合适,-3,1,保费价格合适，保险公司可靠,-3,1,报销力度大，保费价格合适，保险公司可靠,-3,4
湖南,35,2,4,3,2,1,1,1,1,1,1,1,0,家庭关系，子女的教育，自理能力,0,0,0,0,1,0,0,0,0,0,2,-3,我会考虑买保险，但是这个保障时间太短了,1,保障时间足够长，资金足够,-3,2,-3,我不喜欢买保险,4
陕西,51,2,2,3,2,1,0,0,1,0,1,0,0,子女的生活：担忧子女是否生活的健康幸福。疾病，丧失自理能力：会给子女造成负担,0,0,1,0,1,0,0,0,0,0,1,报销力度大，保费价格合适,-3,1,保费价格合适，保险公司可靠,-3,1,报销力度大，保费价格合适，保险公司可靠,-3,4
陕西,51,2,2,3,2,1,0,0,1,0,1,0,0,子女的生活：担忧子女是否生活的健康幸福。疾病，丧失自理能力：会给子女造成负担,0,0,1,0,1,0,0,0,0,0,1,报销力度大，保费价格合适,-3,1,保费价格合适，保险公司可靠,-3,1,报销力度大，保费价格合适，保险公司可靠,-3,4
陕西,51,2,2,3,2,1,0,0,1,0,1,0,0,子女的生活：担忧子女是否生活的健康幸福。疾病，丧失自理能力：会给子女造成负担,0,0,1,0,1,0,0,0,0,0,1,报销力度大，保费价格合适,-3,1,保费价格合适，保险公司可靠,-3,1,报销力度大，保费价格合适，保险公司可靠,-3,4
陕西,51,2,2,3,2,1,0,0,1,0,1,0,0,子女的生活：担忧子女是否生活的健康幸福。疾病，丧失自理能力：会给子女造成负担,0,0,1,0,1,0,0,0,0,0,1,报销力度大，保费价格合适,-3,1,保费价格合适，保险公司可靠,-3,1,报销力度大，保费价格合适，保险公司可靠,-3,4
陕西,51,2,2,3,2,1,0,0,1,0,1,0,0,子女的生活：担忧子女是否生活的健康幸福。疾病，丧失自理能力：会给子女造成负担,0,0,1,0,1,0,0,0,0,0,1,报销力度大，保费价格合适,-3,1,保费价格合适，保险公司可靠,-3,1,报销力度大，保费价格合适，保险公司可靠,-3,4
陕西,51,2,2,3,2,1,0,0,1,0,1,0,0,子女的生活：担忧子女是否生活的健康幸福。疾病，丧失自理能力：会给子女造成负担,0,0,1,0,1,0,0,0,0,0,1,报销力度大，保费价格合适,-3,1,保费价格合适，保险公司可靠,-3,1,报销力度大，保费价格合适，保险公司可靠,-3,4
湖南,43,1,1,1,1,1,0,0,0,0,0,0,0,都可以,1,0,0,0,0,0,0,0,0,0,1,都行,-3,1,都行,-3,1,都好,-3,1
陕西,51,2,2,3,2,1,0,0,1,0,1,0,0,子女的生活：担忧子女是否生活的健康幸福。疾病，丧失自理能力：会给子女造成负担,0,0,1,0,1,0,0,0,0,0,1,报销力度大，保费价格合适,-3,1,保费价格合适，保险公司可靠,-3,1,报销力度大，保费价格合适，保险公司可靠,-3,4
湖南,38,1,1,1,1,0,1,1,0,0,0,0,0,没钱,1,0,0,0,1,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
陕西,51,2,2,3,2,1,0,0,1,0,1,0,0,子女的生活：担忧子女是否生活的健康幸福。疾病，丧失自理能力：会给子女造成负担,0,0,1,0,1,0,0,0,0,0,1,报销力度大，保费价格合适,-3,1,保费价格合适，保险公司可靠,-3,1,报销力度大，保费价格合适，保险公司可靠,-3,4
湖南,48,1,1,1,1,0,0,1,1,0,0,0,0,没钱,0,1,0,0,0,0,0,0,0,0,1,有钱,-3,1,有钱,-3,1,有钱,-3,1
陕西,51,2,2,3,2,1,0,0,1,0,1,0,0,子女的生活：担忧子女是否生活的健康幸福。疾病，丧失自理能力：会给子女造成负担,0,0,1,0,1,0,0,0,0,0,1,报销力度大，保费价格合适,-3,1,保费价格合适，保险公司可靠,-3,1,报销力度大，保费价格合适，保险公司可靠,-3,4
上海,53,2,3,7,2,1,0,0,0,0,1,0,0,自理能力下降,1,0,0,0,0,0,0,0,0,0,1,合理实用,-3,1,实用,-3,1,合理实用,-3,3
陕西,51,2,2,3,2,1,0,0,1,0,1,0,0,子女的生活：担忧子女是否生活的健康幸福。疾病，丧失自理能力：会给子女造成负担,0,0,1,0,1,0,0,0,0,0,1,报销力度大，保费价格合适,-3,1,保费价格合适，保险公司可靠,-3,1,报销力度大，保费价格合适，保险公司可靠,-3,4
陕西,51,2,2,3,2,1,0,0,1,0,1,0,0,子女的生活：担忧子女是否生活的健康幸福。疾病，丧失自理能力：会给子女造成负担,0,0,1,0,1,0,0,0,0,0,1,报销力度大，保费价格合适,-3,1,保费价格合适，保险公司可靠,-3,1,报销力度大，保费价格合适，保险公司可靠,-3,4
陕西,51,2,2,3,2,1,0,0,1,0,1,0,0,子女的生活：担忧子女是否生活的健康幸福。疾病，丧失自理能力：会给子女造成负担,0,0,1,0,1,0,0,0,0,0,1,报销力度大，保费价格合适,-3,1,保费价格合适，保险公司可靠,-3,1,报销力度大，保费价格合适，保险公司可靠,-3,4
内蒙古,39,1,2,1,1,0,0,0,0,0,0,0,1,没有,0,0,0,0,0,0,0,1,0,0,2,-3,不想买,2,-3,不想买,2,-3,不想买,4
湖南,31,1,1,1,1,0,0,1,0,0,0,0,0,疾病,1,0,0,0,0,0,0,0,0,0,2,-3,不信任,2,-3,经济不够,2,-3,不想买,1
陕西,51,2,2,3,2,1,0,0,1,0,1,0,0,子女的生活：担忧子女是否生活的健康幸福。疾病，丧失自理能力：会给子女造成负担,0,0,1,0,1,0,0,0,0,0,1,报销力度大，保费价格合适,-3,1,保费价格合适，保险公司可靠,-3,1,报销力度大，保费价格合适，保险公司可靠,-3,4
陕西,51,2,2,3,2,1,0,0,1,0,1,0,0,子女的生活：担忧子女是否生活的健康幸福。疾病，丧失自理能力：会给子女造成负担,0,0,1,0,1,0,0,0,0,0,1,报销力度大，保费价格合适,-3,1,保费价格合适，保险公司可靠,-3,1,报销力度大，保费价格合适，保险公司可靠,-3,4
湖南,35,1,1,1,1,1,0,0,0,1,0,0,0,没钱,1,0,0,0,1,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,55,1,1,4,4,1,1,0,0,0,1,1,0,年老体弱，患重大疾病,0,0,0,0,0,1,1,0,0,0,2,-3,一年内发生较大疾病的可能性太小,2,-3,经济条件还过得去，更希望家人照顾,1,1.我已经55岁，很有可能15年不到就得重大疾病了。,-3,5
湖南,47,1,1,1,1,0,1,0,0,0,0,0,0,没钱,0,0,0,1,0,0,0,0,0,0,1,有钱,-3,1,有钱,-3,1,有钱,-3,3
湖南,34,2,1,4,5,1,1,1,1,1,1,1,0,收入来源，自理能力下降,0,0,0,0,0,0,0,0,1,0,2,-3,一般不买保险,2,-3,一般不买保险,2,-3,一般不买保险,1
内蒙古,49,1,2,6,1,1,0,0,0,0,0,0,0,没钱,0,0,0,0,0,0,0,1,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,3
湖南,35,1,7,1,1,0,1,0,1,0,0,0,0,没钱,1,0,0,0,1,0,0,0,0,0,2,-3,没钱,2,-3,没钱,1,钱多,-3,1
湖南,49,1,1,1,1,1,0,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,1,有钱,-3,1,有钱,-3,1,有钱,-3,2
陕西,51,2,2,3,2,1,0,0,1,0,1,0,0,子女的生活：担忧子女是否生活的健康幸福。疾病，丧失自理能力：会给子女造成负担,0,0,1,0,1,0,0,0,0,0,1,报销力度大，保费价格合适,-3,1,保费价格合适，保险公司可靠,-3,1,报销力度大，保费价格合适，保险公司可靠,-3,4
陕西,51,2,2,3,2,1,0,0,1,0,1,0,0,子女的生活：担忧子女是否生活的健康幸福。疾病，丧失自理能力：会给子女造成负担,0,0,1,0,1,0,0,0,0,0,1,报销力度大，保费价格合适,-3,1,保费价格合适，保险公司可靠,-3,1,报销力度大，保费价格合适，保险公司可靠,-3,4
湖南,35,1,1,2,1,0,1,1,0,0,0,0,0,没钱,1,0,0,0,0,1,0,0,0,1,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
内蒙古,38,2,3,2,3,0,0,1,0,0,1,0,0,家庭和睦,0,1,0,0,0,0,0,0,0,0,1,本来就买了,-3,1,不给孩子负担,-3,1,是不是全部保证,-3,5
湖南,45,1,1,1,1,0,0,1,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,1,有钱,-3,1,有钱,-3,1,有钱啊,-3,3
湖南,53,2,3,2,4,1,0,0,0,0,0,0,0,居住环境，子女的婚姻，还有以后家庭的关系,0,0,0,1,0,0,0,0,0,0,1,会买，但是希望时间长一点，然后资金足够一些,-3,1,资金足够，保障时间足够,-3,1,保障时间和资金足够,-3,2
海南,45,1,2,2,2,0,0,0,0,1,1,0,0,患病自理能力下降需要人照顾,1,1,0,0,1,0,0,0,0,0,2,-3,有医保,2,-3,价格高,2,-3,没必要,4
湖南,35,1,1,1,1,1,0,1,0,0,0,0,0,没钱,1,0,0,0,1,0,0,0,0,0,1,没钱,-3,2,-3,没钱,2,-3,没钱,1
湖南,49,1,1,1,1,1,0,0,0,0,0,0,0,没钱,0,1,0,0,0,0,0,0,0,0,1,有钱,-3,1,有钱,-3,1,有钱,-3,1
湖南,37,1,1,5,1,1,0,0,1,1,1,1,0,收入下降,1,0,0,0,0,1,1,0,0,0,2,-3,浪费钱，又不会生病,2,-3,贵,2,-3,唉,1
内蒙古,58,2,1,7,1,0,0,0,0,0,1,0,0,没地方跳舞,1,0,0,0,0,0,0,0,0,0,2,-3,已经有了,2,-3,不会发生不能自理,2,-3,有了,4
湖南,38,1,1,1,2,1,0,0,0,1,0,0,0,没钱,1,0,0,1,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,30,1,1,5,3,0,0,1,1,0,1,1,0,开销,1,0,0,0,0,0,0,0,0,0,1,1.健康保险，2保险可行性高,-3,2,-3,1时间过长,2,-3,时间过长,2
湖南,30,1,3,1,2,0,0,0,0,0,1,1,0,身体不好,0,1,1,0,0,0,0,0,0,0,1,看服务,-3,1,看服务,-3,2,-3,太贵,3
湖南,49,1,1,2,1,0,1,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,1,有钱,-3,1,没钱,-3,1,有钱,-3,1
湖南,36,2,1,6,2,1,1,0,1,1,1,1,0,家人发生重大疾病或意外事故。,0,0,0,0,0,1,1,0,0,0,2,-3,身体还算健康,1,1.每年需要缴纳的费用不能太高。2.患病后报销的程序尽量精简,-3,1,1.每次缴纳的费用不能太高。2.报销的程序尽量精简,-3,3
湖南,35,2,2,1,1,1,0,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,1,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,56,2,1,1,3,0,0,0,1,0,0,0,0,收入，子女读书的问题,0,0,0,0,0,1,0,0,0,0,2,-3,不喜欢买保险,2,-3,不喜欢买保险,2,-3,不喜欢买保险,4
内蒙古,55,2,5,4,2,1,0,0,0,0,0,0,0,没,0,0,1,0,0,0,0,0,0,0,1,保障疾病数量，保险比例,-3,2,-3,不买,2,-3,不考虑,3
湖南,58,1,1,1,1,0,0,0,0,1,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,1,有钱,-3,2,-3,没钱,2,-3,没钱,3
湖南,35,1,1,1,1,1,0,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,啊没钱,2,-3,没钱,2,-3,没钱,1
上海,31,2,3,4,1,0,1,0,1,0,1,1,0,自理或活动能力下降，因为不喜欢麻烦他人,0,0,0,0,0,0,0,1,0,0,2,-3,认为不会有疾病或意外,1,1、使用时不会有很复杂的程序。2、配偶可共享,-3,1,1、使用时不会有太苛刻的条件比如说癌症晚期才可以，那样拿到钱也没有意义，2、配偶是否可以共享,-3,5
湖南,57,1,1,5,3,0,0,0,0,1,0,0,0,收入，自理能力失去,0,0,0,0,0,0,0,0,1,0,2,-3,不喜欢买保险,2,-3,不喜欢买保险,2,-3,不喜欢买保险,1
湖南,35,2,1,1,1,1,0,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,58,1,1,1,1,0,0,1,0,0,0,0,0,没钱,0,1,0,0,0,0,0,0,0,0,1,有钱,-3,2,-3,没钱,2,-3,没钱,3
湖南,45,1,2,2,2,0,0,1,0,0,0,0,0,疾病,0,0,1,1,0,1,0,0,0,0,2,-3,价格,2,-3,价格,2,-3,价格,3
湖南,46,2,2,2,3,1,0,1,0,0,0,0,0,担心家人身体健康,1,0,0,0,0,0,0,0,0,0,2,-3,没这个经济条件,2,-3,没这个经济条件,2,-3,没这个经济条件,3
湖南,53,1,2,5,4,1,1,1,1,1,1,1,0,居住环境，,0,0,0,1,0,0,0,0,0,0,1,有保障，资金足够,-3,2,-3,有保障，资金足够,2,-3,有保障，资金足够,1
湖南,35,1,1,1,2,0,1,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,48,1,1,1,2,0,1,0,0,0,0,0,0,没钱,0,0,1,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,4
湖南,45,2,3,4,2,0,0,0,0,0,1,0,0,疾病,0,0,0,1,0,0,0,0,0,0,1,价格,-3,2,-3,价格,2,-3,价格,3
湖南,44,1,1,5,1,0,0,0,0,0,1,1,0,收入,0,0,0,0,0,0,0,0,1,0,2,-3,身体这么好,2,-3,贵啊,2,-3,不会生病,1
山西,40,2,1,2,2,0,0,0,0,0,1,0,0,房价高农民收入不稳定身体不好,1,0,1,0,0,0,1,0,0,0,2,-3,时间太短，只有一年,2,-3,时间太长，家庭经济能力不够,2,-3,时间太长,3
辽宁,30,2,1,2,1,1,0,0,0,1,0,0,0,居住环境差周围吵闹，收入不好，家庭不和谐。,1,0,1,0,0,0,0,0,0,0,2,-3,害怕上当受骗，无法保证自身利益。,2,-3,害怕自身利益受损。,2,-3,害怕自己收到伤害,4
湖南,33,1,1,2,3,1,0,0,0,1,1,0,0,害怕失去自理能力经济条件不好,1,0,0,0,0,0,1,0,0,0,1,没这个经济条件,-3,2,-3,没这个经济条件,2,-3,没这个经济条件,4
海南,31,1,2,4,2,0,0,0,0,1,0,0,0,患病自理能力下降,0,0,0,0,0,0,0,0,1,0,2,-3,有医保,1,护工专业提供长期服务照顾日常生活,-3,2,-3,没必要,4
湖南,35,2,3,1,1,1,0,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,58,1,1,2,4,0,0,1,0,0,0,0,0,没钱,0,0,0,1,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,2
湖南,46,1,1,2,2,1,1,0,1,1,1,1,0,年老体弱，易发生重大疾病和意外事故，给家庭增加负担,0,0,0,0,0,1,1,0,0,0,2,-3,觉得自己暂时不会发生重大疾病,1,1.每年缴纳的费用不能太高。2.报销的程序需要尽量精简,-3,1,1.缴纳的费用不能太高。2.程序要尽量精简。3.年纪较大的人希望可以采取其他办法不用缴纳15年,-3,3
湖南,40,1,1,1,1,0,1,0,0,0,0,0,0,不担心,0,1,0,0,0,0,0,0,0,0,2,-3,没钱,1,没钱,-3,2,-3,没钱,2
湖南,46,2,1,3,2,1,1,1,1,1,1,1,0,子女的婚姻问题，心理情绪,0,0,0,1,0,0,0,0,0,0,2,-3,时间太短,1,有保障，资金足够,-3,1,有保障，资金足够，有安全感,-3,5
海南,32,1,2,4,2,0,0,0,0,1,0,0,0,患病自理能力下降,0,0,0,0,0,0,0,0,1,0,2,-3,有医保,1,长期服务照顾日常生活生病陪护,-3,2,-3,没必要,5
湖南,43,2,2,2,2,0,0,0,0,1,1,1,0,疾病,1,0,1,1,1,0,0,0,0,0,2,-3,买的有其他保险,1,是否真正需要，和自己的经济情况吧,-3,1,安全可靠自己的经济情况,-3,3
湖南,59,1,1,2,2,0,1,0,0,0,0,0,0,没钱,0,0,0,1,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,5
湖南,44,1,1,2,3,1,0,0,0,1,1,0,0,害怕收入不乐观,1,0,0,0,0,0,1,0,0,0,2,-3,没这个经济和打算,2,-3,没这个经济和打算,2,-3,没这个经济和打算,3
海南,43,1,2,4,2,0,0,0,0,1,0,0,0,患病自理能力下降,1,1,0,0,1,0,0,0,0,0,2,-3,有医保,2,-3,可以去养老院,2,-3,没必要,5
湖南,35,1,1,1,1,1,0,0,0,0,0,0,0,没钱。,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,41,1,1,5,2,1,1,0,0,0,0,0,0,疾病，怕中风发生意外,1,0,0,0,0,0,0,0,0,0,2,-3,时间太短,2,-3,现在还比较年轻,2,-3,感觉自己身体比较好，不需要,1
湖南,39,1,1,1,1,0,0,1,0,0,0,0,0,没钱,0,0,1,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,4
广东,41,2,3,1,1,1,1,0,0,0,1,0,0,开销不够，居住环境不好,1,0,1,0,0,0,1,0,0,0,1,信用良好,-3,1,信用良好,-3,2,-3,费用太高了,4
海南,43,2,2,4,2,0,0,0,0,1,0,0,0,患重大疾病需要很多钱自理能力下降需要人照顾,1,1,0,0,1,0,0,0,0,0,2,-3,有医保,2,-3,可以去养老院,2,-3,没必要,4
湖南,35,1,1,1,1,1,0,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,45,1,3,6,3,1,1,1,1,1,1,1,0,收入开销,0,0,0,1,0,0,0,0,0,0,2,-3,我已经买了其他保险,2,-3,我已经买了其他保险,2,-3,我已经买了其他保险,1
湖南,55,1,1,1,1,0,1,0,0,0,0,0,0,没钱,0,1,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,4
湖南,35,1,1,1,1,1,0,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
山西,48,2,5,8,3,1,1,0,0,0,0,0,1,钱少事多离家远,1,0,0,0,0,0,0,0,0,0,1,保障,-3,1,保障,-3,1,保障,-3,1
湖南,35,1,1,1,1,1,0,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,35,1,1,1,1,1,1,0,0,1,0,0,0,心理情绪不稳定,1,1,1,0,0,0,0,0,0,0,2,-3,我的身体很好,1,不希望子女照顾自己,-3,2,-3,费用高,6
辽宁,52,2,1,3,2,0,0,1,0,1,0,0,0,子女关系不和谐。,1,0,1,0,0,0,0,0,0,0,1,对自身生活的保障,-3,1,对自己有益，保证自己的生活。,-3,1,缴费时间短，缴费金额少。,-3,4
湖南,47,2,2,1,2,0,0,1,0,0,0,0,0,没钱,0,0,0,1,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,3
湖南,30,1,1,8,2,0,0,0,0,0,0,0,1,学业,1,1,1,1,0,0,0,0,0,0,1,1.不要太坑了2.要有保障,-3,2,-3,太麻烦了,2,-3,我不会患病,1
湖南,35,1,1,2,1,0,0,1,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
重庆,31,2,1,8,1,1,0,1,0,0,0,0,0,没有工作,0,1,0,1,0,0,0,0,0,0,1,便宜，好用,-3,1,便宜，好用,-3,1,便宜，好用,-3,1
山东,39,1,3,5,3,0,1,0,1,1,1,1,0,家庭关系，要和睦一些疾病，老年得病耗费太大活动能力下降,1,0,0,1,0,0,0,0,0,0,2,-3,因为感觉自己用不到，浪费,1,足够支付自己的生活,-3,2,-3,感觉没必要,4
湖南,58,2,2,1,1,0,1,0,0,0,0,0,0,没钱,0,1,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,5
湖南,35,2,1,1,1,1,0,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,46,2,1,6,3,1,1,1,1,1,1,1,0,收入，子女的读书问题,0,0,0,0,0,1,0,0,0,0,2,-3,不喜欢买保险,2,-3,不喜欢买保险,2,-3,不喜欢买保险,1
湖南,54,1,1,2,1,0,1,0,0,0,0,0,0,没钱,0,0,0,1,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,2
海南,43,2,2,4,2,0,0,0,0,1,1,0,0,患病自理能力下降,1,1,0,0,1,0,0,0,0,0,2,-3,有医保,2,-3,可以去养老院由子女照顾,2,-3,没必要,5
湖南,35,1,1,1,1,1,0,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,42,1,1,2,3,1,0,0,0,0,1,0,0,害怕失去自理能力经济条件不好,1,0,0,0,0,0,1,0,0,0,2,-3,觉得没必要,1,比较可靠,-3,2,-3,觉得没必要,4
重庆,30,2,1,6,1,1,1,0,0,0,0,1,0,疾病,0,0,0,0,0,0,0,1,0,0,2,-3,没钱,1,便宜，实惠,-3,1,便宜,-3,2
重庆,55,2,1,5,2,1,1,1,0,0,0,0,0,收入，疾病，自理能力,0,0,0,0,0,0,0,0,1,0,1,报销金额可观，适合病种多,-3,2,-3,15年太长了,2,-3,15年太长,1
湖南,55,1,1,1,1,0,1,0,0,0,0,0,0,没钱,0,1,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,3
内蒙古,36,2,2,4,3,1,0,0,1,1,0,0,0,收入不够，开销大,1,0,0,1,0,0,0,0,0,0,2,-3,最近一年不会有重大疾病,2,-3,没有想过要买,2,-3,没有想过要买,2
湖南,35,2,1,1,1,0,1,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,54,2,1,2,2,1,1,0,1,1,0,1,0,疾病，意外事故，没有收入,1,0,0,0,0,0,0,0,0,0,1,新，明显肖任之,-3,1,我婆婆肉,-3,1,Mr 您石嫣然可怕,-3,2
重庆,40,1,1,1,1,1,1,0,0,1,0,0,0,疾病，家庭关系，活动能力,0,1,1,0,1,1,0,0,0,0,1,有保障，给子女减轻负担,-3,1,钱多，诚信，可靠,-3,1,陪钱多，给钱少,-3,3
湖南,35,2,1,1,1,0,1,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,55,1,1,1,1,0,1,0,0,0,0,0,0,没钱,0,0,0,1,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,2
湖南,46,1,1,2,3,1,0,0,0,0,0,0,0,疾病,0,0,0,0,0,1,1,0,0,0,2,-3,不想买,2,-3,买不起,2,-3,买不起,1
山东,32,1,2,4,3,1,0,0,1,1,1,1,0,入不敷出,1,1,1,1,0,1,1,0,0,0,2,-3,身体健康不需要，有医疗保险,2,-3,有子女,2,-3,缴费期太长,4
湖南,40,1,1,4,3,1,0,0,0,0,0,0,0,1、收入过少2、疾病缠身3、自理能力下降,1,0,0,1,0,0,0,0,0,0,1,能够保障意外发生的开销；,-3,1,足够维持当我失去自理能力后的生活,-3,2,-3,我觉得我不会患病,1
湖南,35,1,1,1,1,1,0,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,55,1,1,1,2,0,0,1,0,0,0,0,0,没钱,0,0,0,1,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,2
湖南,30,2,1,4,3,0,0,0,0,1,1,1,0,癌症之类的不治之症在害怕得,1,0,1,1,0,0,0,0,0,0,1,足够安全,-3,1,足够安全，,-3,2,-3,自己感觉不需要,4
重庆,40,2,1,6,3,1,1,0,0,1,1,1,0,自理活动能力下降,0,0,0,1,0,0,1,0,0,0,1,真实性,-3,1,10年吧,-3,1,20万元,-3,1
湖南,44,1,1,2,3,0,0,0,0,1,1,1,0,害怕失去自理能力经济条件不好,1,0,1,0,0,0,1,0,0,0,2,-3,没必要,1,我觉得可以买,-3,2,-3,没必要,4
湖南,49,2,1,2,4,1,0,0,0,0,0,0,0,自理能力下降,0,0,0,0,0,1,1,0,0,0,2,-3,不了解,2,-3,不熟悉,2,-3,没买过保险,1
河北,45,1,2,5,2,0,1,1,0,0,1,0,0,生活不能自理，行动不便,1,0,0,0,0,0,1,0,0,0,2,-3,最近1年不会有重大疾病,2,-3,没有想过买,2,-3,费用高,1
海南,34,2,2,3,2,0,0,0,0,1,0,0,0,患病自理能力下降,0,0,0,0,0,0,0,0,1,0,2,-3,有医保,2,-3,可以去养老院,2,-3,没必要,4
湖南,35,2,1,1,1,1,0,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,43,1,2,1,1,1,0,0,0,0,0,0,0,没钱,0,0,1,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,46,2,2,8,2,1,0,0,1,0,1,0,0,疾病，生活不能自理，收入。,0,0,0,0,0,0,0,0,1,0,2,-3,不可信，也没多余的钱买,2,-3,没钱买,2,-3,商业险不可靠，经济不宽裕,1
湖南,46,1,1,2,5,1,0,0,0,0,0,0,0,疾病,0,0,0,0,0,1,1,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
湖南,35,2,1,1,1,0,1,0,0,0,0,0,0,没钱,1,0,0,0,0,0,0,0,0,0,1,没钱,-3,2,-3,没钱,2,-3,没钱,1
